,PermitType,PermitTypeDesc,PermitNum,PermitClassMapped,PermitClass,WorkClass,Condominium,ProjectName,TCAD_ID,AppliedDate,IssuedDate,DayIssued,CalendarYearIssued,StatusDate,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,RemodelRepairSQFT,TotalNewAddSQFT,TotalValuationRemodel,TotalJobValuation,NumberOfFloors,HousingUnits,Key,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,ProjectID,MasterPermitNum,Latitude,Longitude,Location,BlockGroupCode
1376,BP,Building Permit,2017-023582 BP,Residential,R- 102 Secondary Apartment,New,No,1508 NEWNING AVE,300010910,8/19/2016,3/3/2017,FRIDAY,2017,5/18/2018,11/14/2018,,,,905,,"$61,000.00 ",2.0,1,1377,1508 NEWNING AVE,AUSTIN,TX,78704,11680570,11585761.0,30.24748001,-97.74656159,"(30.24748001, -97.74656159)",484530014012
1377,BP,Building Permit,2017-023017 BP,Residential,R- 101 Single Family Houses,New,No,4537 BERKMAN DR,217163210,2/14/2017,3/1/2017,WEDNESDAY,2017,5/17/2018,5/17/2018,5/17/2018,,,"2,912",,"$170,250.00 ",2.0,1,1378,4537 BERKMAN DR,AUSTIN,TX,78723,11679816,11672982.0,30.29823934,-97.69992442,"(30.29823934, -97.69992442)",484530000000
1378,BP,Building Permit,2017-020762 BP,Residential,R- 438 Residential Garage/Carport Addn,New,No,4020 AIRPORT BLVD UNIT 10,215121501,1/6/2017,6/26/2017,MONDAY,2017,5/17/2018,11/13/2018,,,,265,,"$20,000.00 ",1.0,1,1379,4020 AIRPORT BLVD UNIT 10,AUSTIN,TX,78722,11677040,11654282.0,30.29311401,-97.70816834,"(30.29311401, -97.70816834)",484530003071
1379,BP,Building Permit,2017-020761 BP,Residential,R- 101 Single Family Houses,New,Yes,4020 AIRPORT BLVD UNIT 10,215121501,1/6/2017,6/26/2017,MONDAY,2017,5/17/2018,11/13/2018,,,,"2,115",,"$187,500.00 ",2.0,1,1380,4020 AIRPORT BLVD UNIT 10,AUSTIN,TX,78722,11677039,11654282.0,30.29311401,-97.70816834,"(30.29311401, -97.70816834)",484530003071
1380,BP,Building Permit,2017-008928 BP,Residential,R- 329 Res Structures Other Than Bldg,New,No,1204 GARDEN ST,202050425,10/5/2016,1/27/2017,FRIDAY,2017,9/11/2017,9/11/2017,9/11/2017,,,"1,327",,"$45,000.00 ",1.0,1,1381,1204 GARDEN ST,AUSTIN,TX,78702,11662916,11610992.0,30.257661900000002,-97.73311866,"(30.2576619, -97.73311866)",484530010001
1381,BP,Building Permit,2017-157707 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,6466 HART LN,135010238,9/25/2017,12/22/2017,FRIDAY,2017,5/15/2018,11/11/2018,,,"2,116","1,888",$0.00 ,"$385,000.00 ",2.0,2,1382,6466 HART LN,AUSTIN,TX,78731,11840424,11796220.0,30.34603576,-97.75476065,"(30.34603576, -97.75476065)",484530017182
1382,BP,Building Permit,2017-157545 BP,Residential,R- 101 Single Family Houses,New,No,6905 AGRIGENTO DR,431570501,11/22/2017,12/22/2017,FRIDAY,2017,5/15/2018,11/11/2018,,,,"4,214",,"$242,700.00 ",2.0,1,1383,6905 AGRIGENTO DR,AUSTIN,TX,78652,11840195,11827755.0,30.16754985,-97.91711019,"(30.16754985, -97.91711019)",484530000000
1383,BP,Building Permit,2017-157381 BP,Residential,R- 101 Single Family Houses,New,No,11608 RIVER PLANTATION DR,445051607,11/29/2017,12/21/2017,THURSDAY,2017,5/15/2018,6/19/2018,,,,"3,555",,"$266,625.00 ",2.0,1,1384,11608 RIVER PLANTATION DR,AUSTIN,TX,78747,11839915,11829660.0,30.13017619,-97.77088629,"(30.13017619, -97.77088629)",484530000000
1384,BP,Building Permit,2017-156043 BP,Residential,R- 101 Single Family Houses,New,No,5720 SOUTHERNER WAY,443051210,12/13/2017,12/15/2017,FRIDAY,2017,5/15/2018,12/10/2018,,,,"3,579",,"$172,260.00 ",2.0,1,1385,5720 SOUTHERNER WAY,AUSTIN,TX,78747,11838306,11836896.0,30.13639092,-97.77029123,"(30.13639092, -97.77029123)",484530000000
1385,BP,Building Permit,2017-155478 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,1026 E 44TH ST,218090615,12/4/2017,12/19/2017,TUESDAY,2017,5/15/2018,11/11/2018,,,850,0,$0.00 ,"$50,000.00 ",1.0,1,1386,1026 E 44TH ST,AUSTIN,TX,78751,11837665,11831917.0,30.30216606,-97.71734552,"(30.30216606, -97.71734552)",484530003024
1386,BP,Building Permit,2017-154225 BP,Residential,R- 101 Single Family Houses,New,No,15809 SAMUEL TRL,R544343,11/16/2017,12/12/2017,TUESDAY,2017,5/15/2018,11/11/2018,,,,"5,530",,"$600,990.00 ",2.0,1,1387,15809 SAMUEL TRL,AUSTIN,TX,78717,11835934,11824587.0,30.49804051,-97.75153906,"(30.49804051, -97.75153906)",484530000000
1387,BP,Building Permit,2017-152861 BP,Residential,R- 101 Single Family Houses,New,No,703 THRASHER GLADE DR,268280638,12/6/2017,12/8/2017,FRIDAY,2017,5/15/2018,5/15/2018,5/15/2018,,,"3,051",,"$187,125.00 ",2.0,1,1388,703 THRASHER GLADE DR,AUSTIN,TX,78660,11834203,11833457.0,30.43150914,-97.65725942,"(30.43150914, -97.65725942)",484530000000
1388,BP,Building Permit,2017-150511 BP,Residential,R- 102 Secondary Apartment,New,No,5514 AVENUE H,225100202,10/25/2017,12/6/2017,WEDNESDAY,2017,5/15/2018,11/11/2018,,,,"1,347",,"$200,000.00 ",2.0,1,1389,5514 AVENUE H,AUSTIN,TX,78751,11831326,11813391.0,30.32002298,-97.71755884,"(30.32002298, -97.71755884)",484530015031
1389,BP,Building Permit,2017-150510 BP,Residential,R- 101 Single Family Houses,New,No,5514 AVENUE H,225100202,10/25/2017,12/6/2017,WEDNESDAY,2017,5/15/2018,11/11/2018,,,,"1,920",,"$200,000.00 ",2.0,1,1390,5514 AVENUE H,AUSTIN,TX,78751,11831325,11813391.0,30.32002298,-97.71755884,"(30.32002298, -97.71755884)",484530015031
1390,BP,Building Permit,2017-149016 BP,Residential,R- 101 Single Family Houses,New,Yes,11906 DEERING PL,167370601,11/1/2017,11/30/2017,THURSDAY,2017,5/15/2018,11/11/2018,,,,"3,805",,"$356,990.00 ",2.0,1,1391,11906 DEERING PL,AUSTIN,TX,78726,11829568,11816996.0,30.43560046,-97.84135356,"(30.43560046, -97.84135356)",484530000000
1391,BP,Building Permit,2017-144782 BP,Residential,R- 101 Single Family Houses,New,No,2404 MC BEE ST,219160609,11/9/2017,11/16/2017,THURSDAY,2017,5/15/2018,11/11/2018,,,,"1,996",,"$514,530.00 ",2.0,1,1392,2404 MC BEE ST,AUSTIN,TX,78723,11824537,11821368.0,30.29757981,-97.69821186,"(30.29757981, -97.69821186)",484530000000
1392,BP,Building Permit,2017-144224 BP,Residential,R- 101 Single Family Houses,New,No,12805 GANDIA DRIVE  *PRODUCTION BUILDER*,432530301,10/12/2017,11/21/2017,TUESDAY,2017,5/15/2018,11/11/2018,,,,"3,284",,"$197,250.00 ",2.0,1,1393,12805 GANDIA DR,AUSTIN,TX,78652,11823870,11806124.0,30.17049981,-97.91458023,"(30.17049981, -97.91458023)",484530000000
1393,BP,Building Permit,2017-139755 BP,Residential,R- 329 Res Structures Other Than Bldg,New,No,2317 WESTOAK DR,402110425,10/6/2017,11/7/2017,TUESDAY,2017,5/15/2018,11/11/2018,,,,469,,"$66,000.00 ",0.0,0,1394,2317 WESTOAK DR,AUSTIN,TX,78704,11818564,11803072.0,30.24338238,-97.78541546,"(30.24338238, -97.78541546)",484530019012
1394,BP,Building Permit,2017-138252 BP,Residential,R- 101 Single Family Houses,New,No,6724 VICENZA DR,432530301,9/22/2017,11/2/2017,THURSDAY,2017,5/15/2018,11/11/2018,,,,"3,919",,"$235,575.00 ",2.0,1,1395,6724 VICENZA DR,AUSTIN,TX,78652,11816875,11795486.0,30.17028211,-97.91572199,"(30.17028211, -97.91572199)",484530000000
1395,BP,Building Permit,2017-136158 BP,Residential,R- 102 Secondary Apartment,New,No,1118 ALGARITA AVE,304020527,8/30/2017,10/27/2017,FRIDAY,2017,5/15/2018,11/11/2018,,,,"1,080",,"$100,000.00 ",2.0,1,1396,1118 ALGARITA AVE,AUSTIN,TX,78704,11814450,11781801.0,30.238325699999997,-97.74187493,"(30.2383257, -97.74187493)",484530014023
1396,BP,Building Permit,2017-136157 BP,Residential,R- 101 Single Family Houses,New,No,1118 ALGARITA AVE,304020527,8/30/2017,10/27/2017,FRIDAY,2017,5/15/2018,11/11/2018,,,,"1,792",,"$105,000.00 ",2.0,1,1397,1118 ALGARITA AVE,AUSTIN,TX,78704,11814449,11781801.0,30.238325699999997,-97.74187493,"(30.2383257, -97.74187493)",484530014023
1397,BP,Building Permit,2017-135670 BP,Residential,R- 101 Single Family Houses,New,No,10111 DOBBIN DR,428280109,6/19/2017,10/31/2017,TUESDAY,2017,5/15/2018,5/10/2019,,,,"5,375",,"$300,000.00 ",2.0,1,1398,10111 DOBBIN DR,AUSTIN,TX,78748,11813849,11742072.0,30.18022832,-97.84942389,"(30.18022832, -97.84942389)",484530017481
1398,BP,Building Permit,2017-133219 BP,Residential,R- 101 Single Family Houses,New,No,13112 HENNEMAN DR,254401607,10/18/2017,10/24/2017,TUESDAY,2017,5/15/2018,5/15/2018,5/15/2018,,,"2,757",,"$160,272.00 ",1.0,1,1399,13112 HENNEMAN DR,AUSTIN,TX,78660,11810901,11809228.0,30.39148999,-97.62302687,"(30.39148999, -97.62302687)",484530000000
1399,BP,Building Permit,2017-133195 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,3602 MURILLO CIR,120070336,9/29/2017,10/31/2017,TUESDAY,2017,5/15/2018,11/11/2018,,,"1,500",0,"$86,000.00 ","$86,000.00 ",1.0,1,1400,3602 MURILLO CIR,AUSTIN,TX,78703,11810871,11799431.0,30.30486128,-97.77387747,"(30.30486128, -97.77387747)",484530016043
1400,BP,Building Permit,2017-131464 BP,Residential,R- 102 Secondary Apartment,New,No,2107 E 3RD ST,203090905,9/20/2017,12/18/2017,MONDAY,2017,5/15/2018,11/11/2018,,,,"1,190",,"$109,000.00 ",2.0,1,1401,2107 E 3RD ST,AUSTIN,TX,78702,11808788,11793766.0,30.25751837,-97.72038642,"(30.25751837, -97.72038642)",484530009023
1401,BP,Building Permit,2017-131463 BP,Residential,R- 101 Single Family Houses,New,No,2107 E 3RD ST,203090905,9/20/2017,12/18/2017,MONDAY,2017,5/15/2018,11/11/2018,,,,"1,972",,"$202,000.00 ",2.0,1,1402,2107 E 3RD ST,AUSTIN,TX,78702,11808787,11793766.0,30.25751837,-97.72038642,"(30.25751837, -97.72038642)",484530009023
1402,BP,Building Permit,2017-130851 BP,Residential,R- 101 Single Family Houses,New,No,5713 SOUTHERNER WAY,443051104,10/13/2017,10/17/2017,TUESDAY,2017,5/15/2018,5/15/2018,5/15/2018,,,"3,194",,"$156,180.00 ",2.0,1,1403,5713 SOUTHERNER WAY,AUSTIN,TX,78747,11807910,11806806.0,30.13595785,-97.77050205,"(30.13595785, -97.77050205)",484530000000
1403,BP,Building Permit,2017-127027 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,10301 ENGLISH OAK DR,436130407,9/18/2017,10/10/2017,TUESDAY,2017,5/15/2018,11/11/2018,,,500,500,"$50,000.00 ","$50,000.00 ",1.0,1,1404,10301 ENGLISH OAK DR,AUSTIN,TX,78748,11803509,11791993.0,30.15518928,-97.80082988,"(30.15518928, -97.80082988)",484530024212
1404,BP,Building Permit,2017-124814 BP,Residential,R- 101 Single Family Houses,New,No,12420 BRITANNIC DR,254301312,8/30/2017,10/4/2017,WEDNESDAY,2017,5/15/2018,5/15/2018,5/15/2018,,,"3,046",,"$180,900.00 ",2.0,1,1405,12420 BRITANNIC DR,AUSTIN,TX,78753,11800907,11782111.0,30.39287951,-97.64777291,"(30.39287951, -97.64777291)",484530000000
1405,BP,Building Permit,2017-122557 BP,Residential,R- 101 Single Family Houses,New,Yes,612 LINARES LN,449150901,8/25/2017,10/3/2017,TUESDAY,2017,5/15/2018,11/11/2018,,,,"2,410",,"$110,580.00 ",1.0,1,1406,612 LINARES LN,AUSTIN,TX,78652,11798381,11779407.0,30.126286800000003,-97.80849044,"(30.1262868, -97.80849044)",484530000000
1406,BP,Building Permit,2017-111283 BP,Residential,R- 330  Accessory Use to Primary,New,No,1501 OXFORD AVE,102051003,5/3/2017,9/22/2017,FRIDAY,2017,5/15/2018,9/8/2018,,,,889,,"$420,000.00 ",2.0,0,1407,1501 OXFORD AVE,AUSTIN,TX,78704,11785300,11715789.0,30.25446241,-97.76772729999999,"(30.25446241, -97.7677273)",484530013033
1407,BP,Building Permit,2017-111282 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,1501 OXFORD AVE,102051003,5/3/2017,9/22/2017,FRIDAY,2017,5/15/2018,9/8/2018,,,,"1,508","$210,000.00 ","$360,000.00 ",2.0,1,1408,1501 OXFORD AVE,AUSTIN,TX,78704,11785299,11715789.0,30.25446241,-97.76772729999999,"(30.25446241, -97.7677273)",484530013033
1408,BP,Building Permit,2017-110893 BP,Residential,R- 101 Single Family Houses,New,No,11005 MICKELSON DR,445050507,7/17/2017,9/7/2017,THURSDAY,2017,5/15/2018,5/15/2018,5/15/2018,,,"2,546",,"$190,950.00 ",2.0,1,1409,11005 MICKELSON DR,AUSTIN,TX,78747,11784863,11756659.0,30.13205023,-97.77561432,"(30.13205023, -97.77561432)",484530000000
1409,BP,Building Permit,2017-110459 BP,Residential,R- 101 Single Family Houses,New,No,14324 IVEANS WAY,R541984,7/31/2017,9/6/2017,WEDNESDAY,2017,5/15/2018,5/15/2018,5/15/2018,,,"4,347",,"$496,000.00 ",2.0,1,1410,14324 IVEANS WAY,AUSTIN,TX,78717,11784355,11764699.0,30.48736448,-97.75308597,"(30.48736448, -97.75308597)",484530000000
1410,BP,Building Permit,2017-109845 BP,Residential,R- 437 Residential Boat Dock,New,No,4408 RIVERCREST DR BLDG BD,135190210,9/1/2017,9/1/2017,FRIDAY,2017,5/15/2018,11/11/2018,,,,420,,"$175,000.00 ",,,1411,4408 RIVERCREST DR BLDG BD,AUSTIN,TX,78746,11783676,,30.34610484,-97.8100811,"(30.34610484, -97.8100811)",484530019121
1411,BP,Building Permit,2017-109425 BP,Residential,R- 329 Res Structures Other Than Bldg,New,No,2104 WOODMONT AVE,114050511,8/9/2017,9/11/2017,MONDAY,2017,5/15/2018,11/11/2018,,,,398,,"$85,000.00 ",0.0,0,1412,2104 WOODMONT AVE,AUSTIN,TX,78703,11783116,11770067.0,30.28990297,-97.76442735,"(30.28990297, -97.76442735)",484530016051
1412,BP,Building Permit,2017-108243 BP,Residential,R- 101 Single Family Houses,New,Yes,12288 MULLIGAN GLEN CT,252280937,6/16/2017,9/1/2017,FRIDAY,2017,5/15/2018,5/15/2018,5/15/2018,,,916,,"$105,770.00 ",2.0,1,1413,12288 MULLIGAN GLEN CT,AUSTIN,TX,78753,11781627,11741278.0,30.38975009,-97.65780294,"(30.38975009, -97.65780294)",484530000000
1413,BP,Building Permit,2017-108242 BP,Residential,R- 101 Single Family Houses,New,Yes,12284 MULLIGAN GLEN CT,252280937,6/16/2017,9/1/2017,FRIDAY,2017,5/15/2018,5/15/2018,5/15/2018,,,716,,"$105,770.00 ",2.0,1,1414,12284 MULLIGAN GLEN CT,AUSTIN,TX,78753,11781626,11741278.0,30.38969859,-97.65783927,"(30.38969859, -97.65783927)",484530000000
1414,BP,Building Permit,2017-108241 BP,Residential,R- 101 Single Family Houses,New,Yes,12280 MULLIGAN GLEN CT,252280937,6/16/2017,9/1/2017,FRIDAY,2017,5/15/2018,5/15/2018,5/15/2018,,,"1,775",,"$120,540.00 ",1.0,1,1415,12280 MULLIGAN GLEN CT,AUSTIN,TX,78753,11781625,11741278.0,30.38965566,-97.65789122,"(30.38965566, -97.65789122)",484530000000
1415,BP,Building Permit,2017-107376 BP,Residential,R- 101 Single Family Houses,New,No,9821 CHIRPY WAY,219620224,7/14/2017,9/7/2017,THURSDAY,2017,5/15/2018,11/11/2018,,,,"3,492",,"$186,000.00 ",2.0,1,1416,9821 CHIRPY WAY,AUSTIN,TX,78653,11780556,11756084.0,30.29599233,-97.55378855,"(30.29599233, -97.55378855)",484530000000
1416,BP,Building Permit,2017-101039 BP,Residential,R- 329 Res Structures Other Than Bldg,New,No,6608 CUESTA TRL,142270339,7/21/2017,8/16/2017,WEDNESDAY,2017,5/15/2018,5/15/2018,5/15/2018,,,180,,"$55,000.00 ",1.0,1,1417,6608 CUESTA TRL,AUSTIN,TX,78730,11773134,11760158.0,30.378939799999998,-97.81590877,"(30.3789398, -97.81590877)",484530017611
1417,BP,Building Permit,2017-098298 BP,Residential,R- 102 Secondary Apartment,New,No,1320 PASADENA DR,235081235,4/28/2017,8/10/2017,THURSDAY,2017,5/15/2018,8/1/2018,,,,592,,"$78,750.00 ",1.0,1,1418,1320 PASADENA DR,AUSTIN,TX,78757,11769767,11713262.0,30.34526268,-97.72496701,"(30.34526268, -97.72496701)",484530015042
1418,BP,Building Permit,2017-096087 BP,Residential,R- 101 Single Family Houses,New,No,2703 SARATOGA DR,135360208,7/7/2017,8/4/2017,FRIDAY,2017,5/15/2018,11/11/2018,,,,"1,222",,"$50,000.00 ",2.0,1,1419,2703 SARATOGA DR,AUSTIN,TX,78733,11767064,11752308.0,30.3506358,-97.86340319,"(30.3506358, -97.86340319)",484530017832
1419,BP,Building Permit,2017-094274 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,1606 POQUONOCK RD,113010104,7/5/2017,8/1/2017,TUESDAY,2017,5/15/2018,11/11/2018,,,,270,,"$55,000.00 ",1.0,1,1420,1606 POQUONOCK RD,AUSTIN,TX,78703,11765023,11750736.0,30.28963492,-97.75682836,"(30.28963492, -97.75682836)",484530016052
1420,BP,Building Permit,2017-093051 BP,Residential,R- 103 Two Family Bldgs,New,No,5813 CHARLES MERLE DR Units A and B,436010414,6/12/2017,7/28/2017,FRIDAY,2017,5/15/2018,11/10/2018,,,,"4,038",,"$238,000.00 ",2.0,2,1421,5813 CHARLES MERLE DR,AUSTIN,TX,78747,11763689,11738270.0,30.15619756,-97.75463488,"(30.15619756, -97.75463488)",484530000000
1421,BP,Building Permit,2017-093014 BP,Residential,R- 103 Two Family Bldgs,New,No,5809 CHARLES MERLE DR Units A and B,436010413,6/12/2017,7/28/2017,FRIDAY,2017,5/15/2018,11/10/2018,,,,"4,038",,"$238,000.00 ",2.0,2,1422,5809 CHARLES MERLE DR,AUSTIN,TX,78747,11763642,11738267.0,30.15625387,-97.75483593,"(30.15625387, -97.75483593)",484530000000
1422,BP,Building Permit,2017-087339 BP,Residential,R- 101 Single Family Houses,New,No,13744 HARRISGLENN DR,260330932,7/6/2017,7/20/2017,THURSDAY,2017,5/15/2018,5/15/2018,5/15/2018,,,"2,045",,"$88,680.00 ",1.0,1,1423,13744 HARRISGLENN DR,AUSTIN,TX,78660,11757012,11751513.0,30.41020267,-97.64034404,"(30.41020267, -97.64034404)",484530000000
1423,BP,Building Permit,2017-087148 BP,Residential,R- 101 Single Family Houses,New,No,11009 MICKELSON DR,445050506,7/6/2017,7/19/2017,WEDNESDAY,2017,5/15/2018,5/15/2018,5/15/2018,,,"3,572",,"$266,175.00 ",2.0,1,1424,11009 MICKELSON DR,AUSTIN,TX,78747,11756721,11751841.0,30.13189819,-97.77571327,"(30.13189819, -97.77571327)",484530000000
1424,BP,Building Permit,2017-085868 BP,Residential,R- 102 Secondary Apartment,New,No,1409 SINGLETON AVENUE Unit  2,210111405,3/27/2017,7/17/2017,MONDAY,2017,5/4/2018,10/31/2018,,,,"1,354",,"$112,500.00 ",2.0,1,1425,1409 SINGLETON AVE BLDG 2,AUSTIN,TX,78702,11755224,11695066.0,30.27742017,-97.71433709,"(30.27742017, -97.71433709)",484530008031
1425,BP,Building Permit,2017-082864 BP,Residential,R- 103 Two Family Bldgs,New,No,603 PEACOCK LN,405050426,5/10/2017,7/10/2017,MONDAY,2017,5/15/2018,11/11/2018,,,,"5,452",,"$202,000.00 ",2.0,2,1426,603 PEACOCK LN,AUSTIN,TX,78704,11751729,11720256.0,30.23450186,-97.76518201,"(30.23450186, -97.76518201)",484530013073
1426,BP,Building Permit,2017-074338 BP,Residential,R- 101 Single Family Houses,New,Yes,4806 SPRINGDALE RD,215210401,6/2/2017,6/19/2017,MONDAY,2017,5/15/2018,11/11/2018,,,,"3,390",,"$278,175.00 ",2.0,1,1427,4806 SPRINGDALE RD,AUSTIN,TX,78723,11741659,11732956.0,30.29202594,-97.67897661,"(30.29202594, -97.67897661)",484530021072
1427,BP,Building Permit,2017-070904 BP,Residential,R- 329 Res Structures Other Than Bldg,New,No,1704 CORONA DR,220170918,5/31/2017,6/13/2017,TUESDAY,2017,5/15/2018,5/15/2018,5/15/2018,,,455,,"$52,000.00 ",0.0,0,1428,1704 CORONA DR,AUSTIN,TX,78723,11737606,11731577.0,30.308324100000004,-97.69520189,"(30.3083241, -97.69520189)",484530021063
1428,BP,Building Permit,2017-066183 BP,Residential,R- 102 Secondary Apartment,New,No,5503 JEFF DAVIS AVE Unit B,229033101,3/31/2017,6/2/2017,FRIDAY,2017,5/3/2018,5/3/2018,5/3/2018,,,"1,161",,"$117,000.00 ",2.0,1,1429,5503 WILLIAM HOLLAND AVE UNIT B,AUSTIN,TX,78756,11731925,11698448.0,30.32829986,-97.73763839,"(30.32829986, -97.73763839)",484530000000
1429,BP,Building Permit,2017-066182 BP,Residential,R- 101 Single Family Houses,New,No,5503 JEFF DAVIS AVE UNIT A,229033101,3/31/2017,6/2/2017,FRIDAY,2017,5/3/2018,5/3/2018,5/3/2018,,,"1,784",,"$195,000.00 ",2.0,1,1430,5503 WILLIAM HOLLAND AVE UNIT A,AUSTIN,TX,78756,11731924,11698448.0,30.32829986,-97.73763839,"(30.32829986, -97.73763839)",484530000000
1430,BP,Building Permit,2017-065445 BP,Residential,R- 102 Secondary Apartment,New,No,5503 JEFF DAVIS AVE UNIT D,229033101,3/31/2017,6/2/2017,FRIDAY,2017,5/3/2018,5/3/2018,5/3/2018,,,"1,296",,"$143,000.00 ",2.0,1,1431,5503 WILLIAM HOLLAND AVE UNIT D,AUSTIN,TX,78756,11731107,11698467.0,30.32829986,-97.73763839,"(30.32829986, -97.73763839)",484530000000
1431,BP,Building Permit,2017-065444 BP,Residential,R- 101 Single Family Houses,New,No,5503 JEFF DAVIS AVE UNIT C,229033101,3/31/2017,6/2/2017,FRIDAY,2017,5/3/2018,5/3/2018,5/3/2018,,,"1,845",,"$202,000.00 ",2.0,1,1432,5503 WILLIAM HOLLAND AVE UNIT C,AUSTIN,TX,78756,11731106,11698467.0,30.32829986,-97.73763839,"(30.32829986, -97.73763839)",484530000000
1432,BP,Building Permit,2017-062302 BP,Residential,R- 101 Single Family Houses,New,No,1505 ARCILLA ST,310181016,5/5/2017,5/24/2017,WEDNESDAY,2017,5/15/2018,5/15/2018,5/15/2018,,,"2,646",,"$147,075.00 ",2.0,1,1433,1505 ARCILLA ST,AUSTIN,TX,78741,11727352,11717036.0,30.22612584,-97.69489118,"(30.22612584, -97.69489118)",484530000000
1433,BP,Building Permit,2017-058940 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,1400 MERIDEN LN,112050511,3/1/2017,6/6/2017,TUESDAY,2017,5/15/2018,5/15/2018,5/15/2018,,,"2,125","$73,450.00 ","$323,450.00 ",2.0,1,1434,1400 MERIDEN LN,AUSTIN,TX,78703,11723323,11681274.0,30.28639337,-97.76716379,"(30.28639337, -97.76716379)",484530016022
1434,BP,Building Permit,2017-118014 BP,Residential,R- 438 Residential Garage/Carport Addn,New,No,5510 NEW HAVEN CT,230020133,8/23/2017,9/21/2017,THURSDAY,2017,5/15/2018,11/11/2018,,,,720,,"$15,000.00 ",1.0,1,1435,5510 NEW HAVEN CT,AUSTIN,TX,78756,11793123,11778108.0,30.33204457,-97.74546737,"(30.33204457, -97.74546737)",484530002062
1435,BP,Building Permit,2017-053540 BP,Residential,R- 329 Res Structures Other Than Bldg,New,No,2303 TOWNES LN,116030401,4/5/2017,10/9/2017,MONDAY,2017,5/15/2018,11/11/2018,,,,546,,"$150,000.00 ",1.0,1,1436,2303 TOWNES LN,AUSTIN,TX,78703,11716716,11700539.0,30.29663756,-97.76328141,"(30.29663756, -97.76328141)",484530016035
1436,BP,Building Permit,2017-053539 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,2303 TOWNES LN,116030401,4/5/2017,10/9/2017,MONDAY,2017,5/15/2018,11/11/2018,,,,"1,481","$75,000.00 ","$150,000.00 ",2.0,1,1437,2303 TOWNES LN,AUSTIN,TX,78703,11716715,11700539.0,30.29663756,-97.76328141,"(30.29663756, -97.76328141)",484530016035
1437,BP,Building Permit,2017-030015 BP,Residential,R- 101 Single Family Houses,New,Yes,516 E SLAUGHTER LN UNIT 2301,431080901,3/7/2017,3/15/2017,WEDNESDAY,2017,5/15/2018,5/15/2018,5/15/2018,,,"2,272",,"$126,369.00 ",2.0,1,1438,516 E SLAUGHTER LN UNIT 2301,AUSTIN,TX,78744,11688383,11684108.0,30.16417058,-97.77794201,"(30.16417058, -97.77794201)",484530000000
1438,BP,Building Permit,2017-028955 BP,Residential,R- 101 Single Family Houses,New,Yes,516 E SLAUGHTER LN UNIT 2403,431080901,3/7/2017,3/14/2017,TUESDAY,2017,5/15/2018,5/15/2018,5/15/2018,,,"2,029",,"$109,201.00 ",2.0,1,1439,516 E SLAUGHTER LN UNIT 2403,AUSTIN,TX,78744,11687195,11684261.0,30.16417058,-97.77794201,"(30.16417058, -97.77794201)",484530000000
1439,BP,Building Permit,2017-024947 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,12021 SELMA HUGHES PARK RD,126570232,1/20/2017,3/8/2017,WEDNESDAY,2017,5/15/2018,11/11/2018,,,,655,"$126,500.00 ","$126,500.00 ",3.0,1,1440,12021 SELMA HUGHES PARK RD,AUSTIN,TX,78732,11682218,11660515.0,30.33593267,-97.90631717,"(30.33593267, -97.90631717)",484530017601
1440,BP,Building Permit,2017-023353 BP,Residential,R- 101 Single Family Houses,New,No,2404 ROBERT BROWNING ST,219160609,2/13/2017,3/2/2017,THURSDAY,2017,5/16/2018,5/15/2018,,,,"4,026",,"$566,000.00 ",2.0,1,1441,2404 ROBERT BROWNING ST,AUSTIN,TX,78723,11680290,11672794.0,30.29900409,-97.69819199,"(30.29900409, -97.69819199)",484530000000
1441,BP,Building Permit,2017-023018 BP,Residential,R- 101 Single Family Houses,New,No,4513 BERKMAN DR,217163204,2/14/2017,3/1/2017,WEDNESDAY,2017,5/15/2018,11/11/2018,,,,"2,704",,"$160,125.00 ",2.0,1,1442,4513 BERKMAN DR,AUSTIN,TX,78723,11679821,11673295.0,30.2977473,-97.69993785,"(30.2977473, -97.69993785)",484530000000
1442,BP,Building Permit,2017-091784 BP,Residential,R- 101 Single Family Houses,New,No,1500 ARCILLA ST,310181401,7/11/2017,8/3/2017,THURSDAY,2017,5/15/2018,5/15/2018,5/15/2018,,,"2,646",,"$147,075.00 ",2.0,1,1443,1500 ARCILLA ST,AUSTIN,TX,78741,11762231,11754293.0,30.226589,-97.69507807,"(30.226589, -97.69507807)",484530000000
