,PermitType,PermitTypeDesc,PermitNum,PermitClassMapped,PermitClass,WorkClass,Condominium,ProjectName,TCAD_ID,AppliedDate,IssuedDate,DayIssued,CalendarYearIssued,StatusDate,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,RemodelRepairSQFT,TotalNewAddSQFT,TotalValuationRemodel,TotalJobValuation,NumberOfFloors,HousingUnits,Key,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,ProjectID,MasterPermitNum,Latitude,Longitude,Location,BlockGroupCode
1309,BP,Building Permit,2017-105213 BP,Residential,R- 101 Single Family Houses,New,No,10921 MICKELSON DR,445050509,7/6/2017,8/24/2017,THURSDAY,2017,5/16/2018,5/16/2018,5/16/2018,,,"3,569",,"$265,200.00 ",2.0,1,1310,10921 MICKELSON DR,AUSTIN,TX,78747,11777962,11751850.0,30.13231218,-97.77537325,"(30.13231218, -97.77537325)",484530000000
1310,BP,Building Permit,2017-105087 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,3401 ROBINSON AVE,215090308,6/16/2017,10/6/2017,FRIDAY,2017,5/18/2018,11/14/2018,,,,32,,"$125,000.00 ",1.0,1,1311,3401 ROBINSON AVE,AUSTIN,TX,78722,11777814,11741325.0,30.29129779,-97.72023257,"(30.29129779, -97.72023257)",484530004011
1311,BP,Building Permit,2017-104473 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,1112 E 3RD ST Unit B,204051810,2/29/2016,9/6/2017,WEDNESDAY,2017,5/16/2018,11/12/2018,,,,806,"$50,000.00 ","$175,000.00 ",2.0,1,1312,1112 E 3RD ST UNIT B,AUSTIN,TX,78702,11777109,11491800.0,30.26217937,-97.73223977,"(30.26217937, -97.73223977)",484530009024
1312,BP,Building Permit,2017-103581 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,5339 MAGDELENA DR,103230203,7/14/2017,9/1/2017,FRIDAY,2017,5/18/2018,5/18/2018,5/18/2018,,,0,"$85,000.00 ","$85,000.00 ",1.0,1,1313,5339 MAGDELENA DR,AUSTIN,TX,78735,11776125,11755834.0,30.25741818,-97.83349211,"(30.25741818, -97.83349211)",484530019141
1313,BP,Building Permit,2017-102972 BP,Residential,R- 102 Secondary Apartment,New,No,2010 GOODRICH AVE unit 7B,100062401,6/22/2016,8/23/2017,WEDNESDAY,2017,4/23/2018,4/23/2018,4/23/2018,,,"1,373",,"$150,000.00 ",2.0,1,1314,2010 GOODRICH AVE,AUSTIN,TX,78704,11775369,11553371.0,30.25134619,-97.7722579,"(30.25134619, -97.7722579)",484530013044
1314,BP,Building Permit,2017-102971 BP,Residential,R- 101 Single Family Houses,New,No,2010 GOODRICH AVE Unit 7A,100062401,6/22/2016,8/23/2017,WEDNESDAY,2017,4/24/2018,4/24/2018,4/24/2018,,,"3,048",,"$350,000.00 ",2.0,1,1315,2010 GOODRICH AVE,AUSTIN,TX,78704,11775368,11553371.0,30.25134619,-97.7722579,"(30.25134619, -97.7722579)",484530013044
1315,BP,Building Permit,2017-101832 BP,Residential,R- 101 Single Family Houses,New,No,3210 HANCOCK DR,130020426,6/2/2017,10/5/2017,THURSDAY,2017,5/18/2018,11/14/2018,,,,"4,216",,"$300,000.00 ",2.0,1,1316,3210 HANCOCK DR,AUSTIN,TX,78731,11774106,11732907.0,30.33216101,-97.75794382,"(30.33216101, -97.75794382)",484530001012
1316,BP,Building Permit,2017-100731 BP,Residential,R- 101 Single Family Houses,New,Yes,7801 RYANS WAY,158280201,7/26/2017,8/17/2017,THURSDAY,2017,5/17/2018,11/13/2018,,,,"2,864",,"$258,618.00 ",2.0,1,1317,7801 RYANS WAY,AUSTIN,TX,78726,11772786,11762496.0,30.40893166,-97.84366439,"(30.40893166, -97.84366439)",484530000000
1317,BP,Building Permit,2017-100583 BP,Residential,R- 329 Res Structures Other Than Bldg,New,No,4420 SECLUDED HOLW,268100115,8/4/2017,8/18/2017,FRIDAY,2017,5/16/2018,11/12/2018,,,,660,,"$55,000.00 ",0.0,0,1318,4420 SECLUDED HOLW,AUSTIN,TX,78727,11772619,11767873.0,30.43418167,-97.71347649,"(30.43418167, -97.71347649)",484530018461
1318,BP,Building Permit,2017-100445 BP,Residential,R- 102 Secondary Apartment,New,No,2714 E 3RD ST,202110723,6/14/2017,8/16/2017,WEDNESDAY,2017,5/16/2018,11/12/2018,,,,"1,220",,$1.00 ,2.0,1,1319,2714 E 3RD ST,AUSTIN,TX,78702,11772463,11739794.0,30.25505991,-97.71219051,"(30.25505991, -97.71219051)",484530009023
1319,BP,Building Permit,2017-099734 BP,Residential,R- 101 Single Family Houses,New,No,13312 BAUHAUS BND,260330812,7/31/2017,9/6/2017,WEDNESDAY,2017,5/16/2018,11/12/2018,,,,"2,634",,"$125,400.00 ",2.0,1,1320,13312 BAUHAUS BND,AUSTIN,TX,78660,11771572,11765029.0,30.41069137,-97.64108879999999,"(30.41069137, -97.6410888)",484530000000
1320,BP,Building Permit,2017-096787 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,1902 W 33RD ST,120010411,6/16/2017,8/17/2017,THURSDAY,2017,1/12/2018,1/12/2018,1/12/2018,,,64,,"$40,000.00 ",1.0,1,1321,1902 W 33RD ST,AUSTIN,TX,78703,11768035,11741364.0,30.30681123,-97.75589431,"(30.30681123, -97.75589431)",484530016032
1321,BP,Building Permit,2017-096640 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,10208 RUTLAND VILLAGE WEST,245110611,7/17/2017,8/8/2017,TUESDAY,2017,5/16/2018,9/1/2018,,,,266,$0.00 ,"$30,000.00 ",2.0,1,1322,10208 RUTLAND VILLAGE WEST,AUSTIN,TX,78758,11767864,11756691.0,30.37915638,-97.71071751,"(30.37915638, -97.71071751)",484530018213
1322,BP,Building Permit,2017-066811 BP,Residential,R- 101 Single Family Houses,New,No,1511 LAWRENCE ST,310181314,5/23/2017,6/5/2017,MONDAY,2017,5/17/2018,5/17/2018,5/17/2018,,,"2,854",,"$148,650.00 ",2.0,1,1323,1511 LAWRENCE ST,AUSTIN,TX,78741,11732666,11727923.0,30.22567593,-97.69668342,"(30.22567593, -97.69668342)",484530000000
1323,BP,Building Permit,2017-050974 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,6100 SHOALWOOD AVE,232030407,4/10/2017,5/3/2017,WEDNESDAY,2017,5/17/2018,5/16/2018,,,,832,"$50,000.00 ","$125,000.00 ",1.0,1,1324,6100 SHOALWOOD AVE,AUSTIN,TX,78757,11713769,11703132.0,30.33750297,-97.74255602,"(30.33750297, -97.74255602)",484530015014
1324,BP,Building Permit,2017-048062 BP,Residential,R- 101 Single Family Houses,New,No,1610 BARCLAY DR,109210702,10/19/2016,4/25/2017,TUESDAY,2017,5/17/2018,11/13/2018,,,,"5,276",,"$489,000.00 ",3.0,1,1325,1610 BARCLAY DR,AUSTIN,TX,78746,11710310,11618768.0,30.27644202,-97.82533429,"(30.27644202, -97.82533429)",484530019174
1325,BP,Building Permit,2017-047550 BP,Residential,R- 101 Single Family Houses,New,No,4500 KOCUREK ST,219160609,4/12/2017,4/25/2017,TUESDAY,2017,5/18/2018,5/18/2018,5/18/2018,,,"2,947",,"$169,725.00 ",2.0,1,1326,4500 KOCUREK ST,AUSTIN,TX,78723,11709703,11704872.0,30.29751599,-97.69952261,"(30.29751599, -97.69952261)",484530000000
1326,BP,Building Permit,2017-046278 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,9012 WESTMINSTER GLEN AVE,141250104,2/22/2017,4/25/2017,TUESDAY,2017,5/17/2018,5/16/2018,,,,100,"$23,000.00 ","$23,000.00 ",1.0,1,1327,9012 WESTMINSTER GLEN AVE,AUSTIN,TX,78730,11708167,11677346.0,30.36344974,-97.83558690000001,"(30.36344974, -97.8355869)",484530017612
1327,BP,Building Permit,2017-044653 BP,Residential,R- 101 Single Family Houses,New,No,4622 HERZOG ST,219160609,3/1/2017,4/18/2017,TUESDAY,2017,5/17/2018,5/17/2018,5/17/2018,,,"2,927",,"$174,075.00 ",3.0,1,1328,4622 HERZOG ST,AUSTIN,TX,78723,11706290,11681173.0,30.29811819,-97.69884692,"(30.29811819, -97.69884692)",484530000000
1328,BP,Building Permit,2017-043975 BP,Residential,R- 102 Secondary Apartment,New,No,2001 PEQUENO ST,232040508,12/12/2016,6/7/2017,WEDNESDAY,2017,5/18/2018,11/14/2018,,,,"1,204",,"$75,000.00 ",2.0,1,1329,2001 PEQUENO ST,AUSTIN,TX,78757,11705423,11644275.0,30.33774977,-97.73653753,"(30.33774977, -97.73653753)",484530015051
1329,BP,Building Permit,2017-043974 BP,Residential,R- 101 Single Family Houses,New,No,2001 PEQUENO ST,232040508,12/12/2016,6/7/2017,WEDNESDAY,2017,5/18/2018,11/14/2018,,,,"2,457",,"$200,000.00 ",2.0,1,1330,2001 PEQUENO ST,AUSTIN,TX,78757,11705422,11644275.0,30.33774977,-97.73653753,"(30.33774977, -97.73653753)",484530015051
1330,BP,Building Permit,2017-042609 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,6206 LOST HORIZON DR,158050308,2/22/2017,4/12/2017,WEDNESDAY,2017,7/7/2017,7/7/2017,7/7/2017,,,240,,"$25,000.00 ",1.0,0,1331,6206 LOST HORIZON DR,AUSTIN,TX,78759,11703758,11677038.0,30.40482856,-97.76855498,"(30.40482856, -97.76855498)",484530017571
1331,BP,Building Permit,2017-041589 BP,Residential,R- 101 Single Family Houses,New,No,5000 MANDEVILLA DR,432400135,3/5/2017,4/10/2017,MONDAY,2017,5/18/2018,11/14/2018,,,,"3,430",,"$257,250.00 ",2.0,1,1332,5000 MANDEVILLA DR,AUSTIN,TX,78739,11702626,11683186.0,30.16740307,-97.8870832,"(30.16740307, -97.8870832)",484530000000
1332,BP,Building Permit,2017-041580 BP,Residential,R- 101 Single Family Houses,New,No,4502 KOCUREK ST,219160609,3/29/2017,4/13/2017,THURSDAY,2017,5/18/2018,5/18/2018,5/18/2018,,,"2,957",,"$164,625.00 ",2.0,1,1333,4502 KOCUREK ST,AUSTIN,TX,78723,11702605,11697268.0,30.29762869,-97.69951954,"(30.29762869, -97.69951954)",484530000000
1333,BP,Building Permit,2017-041144 BP,Residential,R- 101 Single Family Houses,New,Yes,14301 EUCALYPTUS BND,R538862,3/31/2017,4/10/2017,MONDAY,2017,5/16/2018,5/16/2018,5/16/2018,,,"3,043",,"$268,990.00 ",2.0,1,1334,14301 EUCALYPTUS BND,AUSTIN,TX,78717,11702062,11698166.0,30.47908899,-97.77013116,"(30.47908899, -97.77013116)",484530000000
1334,BP,Building Permit,2017-038235 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,6915 THORNCLIFFE DR,137021116,3/22/2017,4/7/2017,FRIDAY,2017,5/17/2018,11/13/2018,,,,0,"$10,000.00 ","$10,000.00 ",1.0,1,1335,6915 THORNCLIFFE DR,AUSTIN,TX,78731,11698571,11693178.0,30.3536058,-97.76015566,"(30.3536058, -97.76015566)",484530017183
1335,BP,Building Permit,2017-084902 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,6806 TOWNSHIP TRL,162050431,6/16/2017,7/12/2017,WEDNESDAY,2017,5/18/2018,11/14/2018,,,,264,$0.00 ,"$3,000.00 ",1.0,1,1336,6806 TOWNSHIP TRL,AUSTIN,TX,78759,11754148,11741210.0,30.41944752,-97.76749957,"(30.41944752, -97.76749957)",484530017561
1336,BP,Building Permit,2017-084900 BP,Residential,R- 330  Accessory Use to Primary,New,No,6806 TOWNSHIP TRL,162050431,6/16/2017,7/17/2017,MONDAY,2017,5/18/2018,11/14/2018,,,,200,,"$4,000.00 ",1.0,1,1337,6806 TOWNSHIP TRL,AUSTIN,TX,78759,11754146,11741210.0,30.41944752,-97.76749957,"(30.41944752, -97.76749957)",484530017561
1337,BP,Building Permit,2017-084499 BP,Residential,R- 101 Single Family Houses,New,No,9817 FALLOW RUN,101530126,6/20/2017,7/12/2017,WEDNESDAY,2017,5/16/2018,11/12/2018,,,,"6,998",,"$806,334.00 ",2.0,1,1338,9817 FALLOW RUN,AUSTIN,TX,78736,11753720,11742721.0,30.25618637,-97.91387519999999,"(30.25618637, -97.9138752)",484530000000
1338,BP,Building Permit,2017-083323 BP,Residential,R- 330  Accessory Use to Primary,New,No,3203 ALDWYCHE DR,406070209,3/8/2017,7/28/2017,FRIDAY,2017,5/18/2018,11/14/2018,,,,"4,103",,"$7,000.00 ",1.0,1,1339,3203 ALDWYCHE DR,AUSTIN,TX,78704,11752271,11685030.0,30.23904835,-97.77867207,"(30.23904835, -97.77867207)",484530000000
1339,BP,Building Permit,2017-083322 BP,Residential,R- 101 Single Family Houses,New,No,3203 ALDWYCHE DR,406070209,3/8/2017,7/28/2017,FRIDAY,2017,5/18/2018,11/14/2018,,,,"4,103",,"$175,000.00 ",2.0,1,1340,3203 ALDWYCHE DR,AUSTIN,TX,78704,11752270,11685030.0,30.23904835,-97.77867207,"(30.23904835, -97.77867207)",484530000000
1340,BP,Building Permit,2017-083061 BP,Residential,R- 101 Single Family Houses,New,No,12708 VERONESE DR,431570501,6/30/2017,7/12/2017,WEDNESDAY,2017,5/17/2018,11/13/2018,,,,"4,724",,"$281,325.00 ",2.0,1,1341,12708 VERONESE DR,AUSTIN,TX,78652,11751953,11748812.0,30.17213696,-97.91972079,"(30.17213696, -97.91972079)",484530000000
1341,BP,Building Permit,2017-082122 BP,Residential,R- 101 Single Family Houses,New,No,11836 MORNING VIEW DR,336330222,4/26/2017,7/12/2017,WEDNESDAY,2017,5/18/2018,11/14/2018,,,,"2,475",,"$120,000.00 ",1.0,1,1342,11836 MORNING VIEW DR,AUSTIN,TX,78617,11750920,11712153.0,30.15351515,-97.64787559999999,"(30.15351515, -97.6478756)",484530024352
1342,BP,Building Permit,2017-081917 BP,Residential,R- 101 Single Family Houses,New,No,4612 HERZOG ST,217163313,5/9/2017,7/7/2017,FRIDAY,2017,5/17/2018,11/13/2018,,,,"1,513",,"$86,550.00 ",2.0,1,1343,4612 HERZOG ST,AUSTIN,TX,78723,11750683,11719105.0,30.29786453,-97.69868268,"(30.29786453, -97.69868268)",484530000000
1343,BP,Building Permit,2017-033372 BP,Residential,R- 101 Single Family Houses,New,Yes,13800 LYNDHURST ST UNIT 326,R547673,2/9/2017,3/27/2017,MONDAY,2017,5/17/2018,5/17/2018,5/17/2018,,,"2,385",,"$143,400.00 ",2.0,1,1344,13800 LYNDHURST ST UNIT 326,AUSTIN,TX,78717,11692667,11670684.0,30.48095114,-97.79005868,"(30.48095114, -97.79005868)",484530000000
1344,BP,Building Permit,2017-033370 BP,Residential,R- 101 Single Family Houses,New,Yes,13800 LYNDHURST ST UNIT 324,R547673,2/9/2017,3/27/2017,MONDAY,2017,5/17/2018,11/13/2018,,,,"2,097",,"$124,425.00 ",2.0,1,1345,13800 LYNDHURST ST UNIT 324,AUSTIN,TX,78717,11692665,11670684.0,30.48095114,-97.79005868,"(30.48095114, -97.79005868)",484530000000
1345,BP,Building Permit,2017-032657 BP,Residential,R- 438 Residential Garage/Carport Addn,New,No,5708 DRIFTWOOD DR,141120124,1/30/2017,4/19/2017,WEDNESDAY,2017,5/18/2018,11/14/2018,,,,791,,"$400,000.00 ",1.0,1,1346,5708 DRIFTWOOD DR,AUSTIN,TX,78731,11691753,11665146.0,30.3626196,-97.78818372,"(30.3626196, -97.78818372)",484530017051
1346,BP,Building Permit,2017-032656 BP,Residential,R- 101 Single Family Houses,New,No,5708 DRIFTWOOD DR,141120124,1/30/2017,4/19/2017,WEDNESDAY,2017,5/18/2018,11/14/2018,,,,"5,174",,"$400,000.00 ",2.0,1,1347,5708 DRIFTWOOD DR,AUSTIN,TX,78731,11691752,11665146.0,30.3626196,-97.78818372,"(30.3626196, -97.78818372)",484530017051
1347,BP,Building Permit,2017-032073 BP,Residential,R- 101 Single Family Houses,New,No,2301 MC BEE ST,219160609,3/6/2017,3/20/2017,MONDAY,2017,5/16/2018,5/16/2018,5/16/2018,,,"2,957",,"$164,625.00 ",2.0,1,1348,2301 MC BEE ST,AUSTIN,TX,78723,11691009,11683383.0,30.2972064,-97.69917925,"(30.2972064, -97.69917925)",484530000000
1348,BP,Building Permit,2017-030935 BP,Residential,R- 101 Single Family Houses,New,No,10857 ALBERO CV,420530705,3/5/2017,3/17/2017,FRIDAY,2017,5/18/2018,11/14/2018,,,,"5,240",,"$318,825.00 ",2.0,1,1349,10857 ALBERO CV,AUSTIN,TX,78739,11689575,11683174.0,30.20178888,-97.91617155,"(30.20178888, -97.91617155)",484530000000
1349,BP,Building Permit,2017-061945 BP,Residential,R- 101 Single Family Houses,New,Yes,12210 CHALCO ST,449150901,5/18/2017,5/24/2017,WEDNESDAY,2017,5/16/2018,5/16/2018,5/16/2018,,,"2,656",,"$122,760.00 ",1.0,1,1350,12210 CHALCO ST,AUSTIN,TX,78652,11726920,11725229.0,30.12753212,-97.80985635,"(30.12753212, -97.80985635)",484530000000
1350,BP,Building Permit,2017-061908 BP,Residential,R- 101 Single Family Houses,New,Yes,12306 CHALCO ST,449150901,5/18/2017,5/24/2017,WEDNESDAY,2017,5/16/2018,5/16/2018,5/16/2018,,,"3,156",,"$148,860.00 ",2.0,1,1351,12306 CHALCO ST,AUSTIN,TX,78652,11726867,11725247.0,30.12692887,-97.80980882,"(30.12692887, -97.80980882)",484530000000
1351,BP,Building Permit,2017-061385 BP,Residential,R- 101 Single Family Houses,New,Yes,5002 PECAN SPRINGS RD BLDG 3,217200701,5/8/2017,5/24/2017,WEDNESDAY,2017,5/20/2018,5/19/2018,,,,"2,555",,"$200,000.00 ",3.0,1,1352,5002 PECAN SPRINGS RD BLDG 3,AUSTIN,TX,78723,11726182,11718226.0,30.29462905,-97.68196035,"(30.29462905, -97.68196035)",484530021071
1352,BP,Building Permit,2017-061313 BP,Residential,R- 102 Secondary Apartment,New,No,1709 S 6TH ST,400041509,4/12/2017,6/21/2017,WEDNESDAY,2017,5/17/2018,11/13/2018,,,,968,,"$75,000.00 ",2.0,1,1353,1709 S 6TH ST,AUSTIN,TX,78704,11726107,11704547.0,30.24996079,-97.76213515,"(30.24996079, -97.76213515)",484530013054
1353,BP,Building Permit,2017-059614 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,902 KAREN AVE,231080718,4/26/2017,6/12/2017,MONDAY,2017,5/18/2018,5/18/2018,5/18/2018,,,679,"$75,000.00 ","$175,000.00 ",1.0,1,1354,902 KAREN AVE,AUSTIN,TX,78757,11724100,11712213.0,30.33409062,-97.72320494,"(30.33409062, -97.72320494)",484530015053
1354,BP,Building Permit,2017-056760 BP,Residential,R- 101 Single Family Houses,New,No,2204 BETTYLOU LN,239281919,5/2/2017,5/15/2017,MONDAY,2017,5/16/2018,5/16/2018,5/16/2018,,,"1,939",,"$83,700.00 ",1.0,1,1355,2204 BETTYLOU LN,AUSTIN,TX,78754,11720692,11715268.0,30.35565643,-97.6627003,"(30.35565643, -97.6627003)",484530000000
1355,BP,Building Permit,2017-056741 BP,Residential,R- 101 Single Family Houses,New,No,10628 MENOMINEE FALLS LN,239330801,5/1/2017,5/12/2017,FRIDAY,2017,5/18/2018,5/18/2018,5/18/2018,,,"2,940",,"$150,780.00 ",2.0,1,1356,10628 MENOMINEE FALLS LN,AUSTIN,TX,78754,11720654,11713891.0,30.35540091,-97.64297459999999,"(30.35540091, -97.6429746)",484530000000
1356,BP,Building Permit,2017-056510 BP,Residential,R- 101 Single Family Houses,New,Yes,11903 DEERING PL,167370601,5/3/2017,5/19/2017,FRIDAY,2017,5/16/2018,11/12/2018,,,,"3,833",,"$356,990.00 ",2.0,1,1357,11903 DEERING PL,AUSTIN,TX,78726,11720337,11716184.0,30.4350391,-97.84119669,"(30.4350391, -97.84119669)",484530000000
1357,BP,Building Permit,2017-016464 BP,Residential,R- 103 Two Family Bldgs,New,No,1313 FORT BRANCH BLVD,210210436,11/14/2016,4/24/2017,MONDAY,2017,5/16/2018,5/16/2018,5/16/2018,,,"2,079",,"$256,000.00 ",1.0,2,1358,1313 FORT BRANCH BLVD,AUSTIN,TX,78721,11671905,11631725.0,30.27747042,-97.67988069,"(30.27747042, -97.67988069)",484530021101
1358,BP,Building Permit,2017-015871 BP,Residential,R- 103 Two Family Bldgs,New,No,2010 GOODRICH AVE BLDG 5,100062401,11/23/2016,3/1/2017,WEDNESDAY,2017,11/17/2017,11/17/2017,11/17/2017,,,"6,452",,"$400,000.00 ",2.0,2,1359,2010 GOODRICH AVE BLDG 5,AUSTIN,TX,78704,11671247,11636470.0,30.25134619,-97.7722579,"(30.25134619, -97.7722579)",484530013044
1359,BP,Building Permit,2017-015318 BP,Residential,R- 103 Two Family Bldgs,New,No,1808 FERDINAND ST,209090403,12/14/2016,4/7/2017,FRIDAY,2017,5/17/2018,5/17/2018,5/17/2018,,,"4,673",,"$300,000.00 ",2.0,2,1360,1808 FERDINAND ST,AUSTIN,TX,78702,11670490,11646247.0,30.27955743,-97.71865855,"(30.27955743, -97.71865855)",484530008032
1360,BP,Building Permit,2017-014551 BP,Residential,R- 101 Single Family Houses,New,No,505 POST ROAD DR,408040207,1/23/2017,9/27/2017,WEDNESDAY,2017,5/18/2018,11/14/2018,,,,"3,691",,"$500,000.00 ",2.0,1,1361,505 POST ROAD DR,AUSTIN,TX,78704,11669622,11661485.0,30.22801041,-97.76706807,"(30.22801041, -97.76706807)",484530013083
1361,BP,Building Permit,2017-013836 BP,Residential,R- 102 Secondary Apartment,New,No,4414 MERLE DRIVE Bldg  2,408120214,1/18/2017,2/14/2017,TUESDAY,2017,5/15/2018,11/6/2018,,,,"1,088",,"$75,000.00 ",2.0,1,1362,4414 MERLE DR BLDG 2,AUSTIN,TX,78745,11668838,11659204.0,30.22798449,-97.78837441,"(30.22798449, -97.78837441)",484530020021
1362,BP,Building Permit,2017-013835 BP,Residential,R- 101 Single Family Houses,New,No,4414 MERLE DRIVE Bldg  1,408120214,1/18/2017,2/14/2017,TUESDAY,2017,5/15/2018,11/6/2018,,,,"1,735",,"$125,000.00 ",2.0,1,1363,4414 MERLE DR BLDG 1,AUSTIN,TX,78745,11668837,11659204.0,30.22798449,-97.78837441,"(30.22798449, -97.78837441)",484530020021
1363,BP,Building Permit,2017-066195 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,1504 KIRKWOOD RD,216110424,5/15/2017,6/12/2017,MONDAY,2017,5/18/2018,11/14/2018,,,,0,"$30,000.00 ","$30,000.00 ",1.0,1,1364,1504 KIRKWOOD RD,AUSTIN,TX,78722,11731945,11722517.0,30.29480229,-97.71379252,"(30.29480229, -97.71379252)",484530003071
1364,BP,Building Permit,2017-064609 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,2701 S 2ND ST,404040826,5/12/2017,5/31/2017,WEDNESDAY,2017,9/29/2017,9/29/2017,9/29/2017,,,0,"$9,000.00 ","$9,000.00 ",1.0,1,1365,2701 S 2ND ST,AUSTIN,TX,78704,11730088,11721966.0,30.23821189,-97.76284391,"(30.23821189, -97.76284391)",484530013073
1365,BP,Building Permit,2017-005348 BP,Residential,R- 101 Single Family Houses,New,No,8503 ANDES CV,147030301,7/15/2016,2/8/2017,WEDNESDAY,2017,5/18/2018,11/14/2018,,,,"7,402",,"$900,000.00 ",3.0,1,1366,8503 ANDES CV,AUSTIN,TX,78759,11658552,11565802.0,30.38224716,-97.76176740000001,"(30.38224716, -97.7617674)",484530017062
1366,BP,Building Permit,2017-005052 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,2504 EL GRECO CV,120070368,1/4/2017,1/24/2017,TUESDAY,2017,5/17/2018,11/13/2018,,,,0,"$220,000.00 ","$220,000.00 ",2.0,1,1367,2504 EL GRECO CV,AUSTIN,TX,78703,11658234,11652946.0,30.30396211,-97.77526428,"(30.30396211, -97.77526428)",484530016043
1367,BP,Building Permit,2017-001097 BP,Residential,R- 101 Single Family Houses,New,No,9512 WHISPER WILLOW BLVD,219620604,12/13/2016,1/6/2017,FRIDAY,2017,5/16/2018,11/12/2018,,,,"1,411",,"$95,000.00 ",2.0,1,1368,9512 WHISPER WILLOW BLVD,AUSTIN,TX,78653,11653424,11645368.0,30.29725757,-97.55721649,"(30.29725757, -97.55721649)",484530000000
1368,BP,Building Permit,2017-001090 BP,Residential,R- 101 Single Family Houses,New,No,9516 WHISPER WILLOW BLVD,219620602,12/13/2016,1/6/2017,FRIDAY,2017,5/16/2018,11/12/2018,,,,"1,226",,"$89,000.00 ",2.0,1,1369,9516 WHISPER WILLOW BLVD,AUSTIN,TX,78653,11653413,11645378.0,30.29729819,-97.55706001,"(30.29729819, -97.55706001)",484530000000
1369,BP,Building Permit,2017-001085 BP,Residential,R- 101 Single Family Houses,New,No,9514 WHISPER WILLOW BLVD,219620603,12/13/2016,1/6/2017,FRIDAY,2017,5/16/2018,11/12/2018,,,,"1,531",,"$104,000.00 ",2.0,1,1370,9514 WHISPER WILLOW BLVD,AUSTIN,TX,78653,11653404,11645374.0,30.29727524,-97.55714308,"(30.29727524, -97.55714308)",484530000000
1370,BP,Building Permit,2017-000543 BP,Residential,R- 102 Secondary Apartment,New,No,2013 BLUEBONNET LN,100062401,8/12/2016,1/5/2017,THURSDAY,2017,7/26/2017,7/25/2017,7/25/2017,,,"1,480",,"$150,000.00 ",2.0,1,1371,2013 BLUEBONNET LN,AUSTIN,TX,78704,11652771,11581661.0,30.25173168,-97.77379365,"(30.25173168, -97.77379365)",484530013044
1371,BP,Building Permit,2017-000542 BP,Residential,R- 101 Single Family Houses,New,No,2013 BLUEBONNET LN,100062401,8/12/2016,1/5/2017,THURSDAY,2017,7/26/2017,7/25/2017,7/25/2017,,,"3,136",,"$350,000.00 ",2.0,1,1372,2013 BLUEBONNET LN,AUSTIN,TX,78704,11652770,11581661.0,30.25173168,-97.77379365,"(30.25173168, -97.77379365)",484530013044
1372,BP,Building Permit,2017-000216 BP,Residential,R- 329 Res Structures Other Than Bldg,New,No,1807 LINSCOMB AVE,104040810,12/7/2016,5/1/2017,MONDAY,2017,5/17/2018,11/13/2018,,,,128,,"$20,000.00 ",0.0,0,1373,1807 LINSCOMB AVE,AUSTIN,TX,78704,11652381,11642336.0,30.26129267,-97.76559096,"(30.26129267, -97.76559096)",484530013031
1373,BP,Building Permit,2017-000215 BP,Residential,R- 101 Single Family Houses,New,No,1807 LINSCOMB AVE,104040810,12/7/2016,5/1/2017,MONDAY,2017,5/17/2018,11/13/2018,,,,"3,278",,"$327,800.00 ",1.0,1,1374,1807 LINSCOMB AVE,AUSTIN,TX,78704,11652380,11642336.0,30.26129267,-97.76559096,"(30.26129267, -97.76559096)",484530013031
1374,BP,Building Permit,2016-138577 BP,Residential,R- 101 Single Family Houses,New,No,1104 SILVERTON CT,250280774,5/23/2016,5/3/2017,WEDNESDAY,2017,5/16/2018,11/12/2018,,,,"3,200",,"$149,100.00 ",2.0,1,1375,1104 SILVERTON CT,AUSTIN,TX,78753,11630228,11537118.0,30.38527381,-97.66103613,"(30.38527381, -97.66103613)",484530018352
1375,BP,Building Permit,2017-024660 BP,Residential,R- 101 Single Family Houses,New,No,5000 BAKER ST,212210208,1/4/2017,5/31/2017,WEDNESDAY,2017,5/18/2018,11/14/2018,,,,"2,542",,"$258,000.00 ",2.0,1,1376,5000 BAKER ST,AUSTIN,TX,78721,11681877,11653002.0,30.28322229,-97.67925673,"(30.28322229, -97.67925673)",484530021093
